genename,Tot.var,at_least_1patho,Tot.mis.var,Frac.P,Frac.LP,Frac.P.LP,Frac.B,Frac.LB,Frac.B.LB,Frac.VUS,Frac.conflict,Len.of.Protein,cancer.gene,Norm.tot.mis.var,Ps_cnt,Ps_IR_cnt,Ps_b_cnt,Ps_p_cnt,p.ir,p.b,p.p,Bs_cnt,Bs_IR_cnt,Bs_b_cnt,Bs_p_cnt,b.ir,b.b,b.p,VUS_cnt,VUS_IR_cnt,VUS_b_cnt,VUS_p_cnt,vus.ir,vus.b,vus.p,gnomad_var,gnomad_revel,gnomad_revel_IR,gnomad_IR_frac,gnomad_mis,gnomad_mis_revel,gnomad_mis_revel_IR,gnomad_mis_revel_IR_frac
ACLY,16,N,6,0,0,0,0,0.166666667,0,0.833333333,0,1101,N,0.005449591,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,1,2,2,0.2,0.4,0.4,1433,447,156,0.348993289,407,407,156,0.383292383
ACMSD,3,N,0,0,0,0,0,0,0,0,0,336,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547,197,66,0.335025381,161,161,52,0.322981366
ACO1,5,N,0,0,0,0,0,0,0,0,0,889,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1592,577,178,0.308492201,460,460,168,0.365217391
ACO2,240,Y,78,0.08974359,0.102564103,0,0.012820513,0.038461538,0,0.717948718,0.025641026,780,N,0.1,15,7,2,6,0.466666667,0.133333333,0.4,4,1,2,1,0.25,0.5,0.25,56,17,20,19,0.303571429,0.357142857,0.339285714,1425,390,142,0.364102564,293,293,112,0.38225256
ACOD1,4,N,2,0,0,0,1,0,0,0,0,481,N,0.004158004,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
ACOT11,17,N,6,0,0,0,0.5,0.5,0,0,0,607,N,0.009884679,0,0,0,0,0,0,0,6,1,5,0,0.166666667,0.833333333,0,0,0,0,0,0,0,0,735,261,86,0.329501916,261,261,86,0.329501916
ACOT2,1,N,1,0,0,0,1,0,0,0,0,483,N,0.002070393,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,564,304,69,0.226973684,296,296,69,0.233108108
ACOT4,3,N,2,0,0,0,0,0,0,1,0,496,N,0.004032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0.5,0.5,0,407,217,64,0.294930876,217,217,64,0.294930876
ACOT7,3,N,1,0,0,0,0,0,0,1,0,380,N,0.002631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,780,211,31,0.146919431,153,153,31,0.202614379
ACOT9,1,N,1,0,0,0,0,1,0,0,0,439,N,0.002277904,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,478,148,33,0.222972973,144,144,32,0.222222222
ACOX1,352,Y,42,0.071428571,0.047619048,0,0.047619048,0.047619048,0.071428571,0.642857143,0.071428571,660,N,0.063636364,5,1,0,4,0.2,0,0.8,7,1,5,1,0.142857143,0.714285714,0.142857143,27,7,14,6,0.259259259,0.518518519,0.222222222,980,295,90,0.305084746,262,262,84,0.320610687
ACOX2,22,Y,8,0.125,0,0,0.125,0.5,0,0.25,0,681,N,0.01174743,1,0,0,1,0,0,1,5,0,5,0,0,1,0,2,1,1,0,0.5,0.5,0,1181,443,103,0.232505643,388,388,88,0.226804124
ACOX3,8,N,3,0,0,0,0,0,0,1,0,700,N,0.004285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0.666666667,0.333333333,0,1436,612,175,0.285947712,475,475,171,0.36
ACP1,8,N,3,0,0,0,0.666666667,0,0,0.333333333,0,158,N,0.018987342,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,1,0,0,1,0,0,590,160,53,0.33125,98,98,36,0.367346939
ACP2,6,N,2,0,0,0,0.5,0.5,0,0,0,423,N,0.004728132,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,534,19,3,0.157894737,150,150,38,0.253333333
ACP3,4,N,1,0,0,0,1,0,0,0,0,386,N,0.002590674,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
ACP4,14,Y,11,0.545454545,0,0,0.090909091,0,0,0.272727273,0.090909091,501,N,0.021956088,6,1,4,1,0.166666667,0.666666667,0.166666667,1,0,1,0,0,1,0,3,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
ACP5,128,Y,78,0.051282051,0,0.012820513,0.038461538,0.038461538,0,0.846153846,0.012820513,325,N,0.24,5,3,0,2,0.6,0,0.4,6,2,4,0,0.333333333,0.666666667,0,66,17,37,12,0.257575758,0.560606061,0.181818182,449,147,40,0.272108844,186,186,51,0.274193548
ACP6,3,Y,2,0,0.5,0,0.5,0,0,0,0,428,N,0.004672897,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,639,219,35,0.159817352,210,210,35,0.166666667
ACR,5,N,3,0,0,0,1,0,0,0,0,421,N,0.007125891,0,0,0,0,0,0,0,3,1,2,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,620,227,72,0.317180617,219,219,72,0.328767123
ACSBG1,4,N,1,0,0,0,1,0,0,0,0,724,N,0.001381215,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1376,409,83,0.202933985,360,360,64,0.177777778
ACSBG2,4,N,1,0,0,0,1,0,0,0,0,666,N,0.001501502,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,943,279,73,0.261648746,364,364,97,0.266483516
ACSF3,457,Y,95,0.052631579,0.042105263,0.010526316,0.042105263,0.063157895,0.010526316,0.726315789,0.052631579,576,N,0.164930556,19,7,7,5,0.368421053,0.368421053,0.263157895,60,4,56,0,0.066666667,0.933333333,0,71,16,47,8,0.225352113,0.661971831,0.112676056,1993,544,138,0.253676471,432,432,126,0.291666667
ACSL1,3,N,0,0,0,0,0,0,0,0,0,698,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1233,396,90,0.227272727,331,331,85,0.256797583
ACSL3,4,N,1,0,0,0,0,1,0,0,0,720,Y,0.001388889,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,893,331,64,0.193353474,283,283,59,0.208480565
ACSL4,53,Y,24,0.083333333,0,0,0.083333333,0.041666667,0,0.75,0.041666667,711,N,0.033755274,2,0,0,2,0,0,1,3,2,1,0,0.666666667,0.333333333,0,18,6,12,0,0.333333333,0.666666667,0,532,172,41,0.238372093,143,143,39,0.272727273
ACSL5,4,N,2,0,0,0,1,0,0,0,0,683,N,0.002928258,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1283,431,103,0.238979118,338,338,91,0.269230769
ACSL6,2,N,0,0,0,0,0,0,0,0,0,697,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1241,339,91,0.268436578,313,313,80,0.255591054
ACSM1,3,N,1,0,0,0,1,0,0,0,0,577,N,0.001733102,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,917,399,88,0.220551378,113,113,34,0.300884956
ACSM2A,2,N,1,0,0,0,1,0,0,0,0,577,N,0.001733102,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1151,432,95,0.219907407,421,421,95,0.225653207
ACSM2B,3,N,1,0,0,0,1,0,0,0,0,577,N,0.001733102,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1189,435,117,0.268965517,428,428,117,0.273364486
ACSM5,2,N,1,0,0,0,1,0,0,0,0,579,N,0.001727116,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1071,389,114,0.293059126,388,388,114,0.293814433
ACSS1,1,N,1,0,0,0,1,0,0,0,0,689,N,0.001451379,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1057,358,102,0.284916201,319,319,102,0.319749216
ACSS2,4,N,2,0,0,0,1,0,0,0,0,701,N,0.002853067,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,809,279,93,0.333333333,263,263,93,0.353612167
ACTA1,271,Y,147,0.333333333,0.170068027,0.047619048,0,0,0,0.401360544,0.047619048,377,N,0.389920424,81,5,0,76,0.061728395,0,0.938271605,0,0,0,0,0,0,0,60,5,0,55,0.083333333,0,0.916666667,425,55,11,0.2,44,44,10,0.227272727
ACTA2,313,Y,144,0.055555556,0.055555556,0.027777778,0,0,0,0.805555556,0.055555556,377,N,0.381962865,20,0,0,20,0,0,1,0,0,0,0,0,0,0,116,14,0,102,0.120689655,0,0.879310345,421,92,23,0.25,91,91,23,0.252747253
ACTB,247,Y,98,0.265306122,0.418367347,0.030612245,0,0,0,0.244897959,0.040816327,375,N,0.261333333,68,8,0,60,0.117647059,0,0.882352941,1,1,0,0,1,0,0,24,8,0,16,0.333333333,0,0.666666667,677,17,10,0.588235294,14,14,8,0.571428571
ACTBL2,1,N,0,0,0,0,0,0,0,0,0,448,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,251,75,0.298804781,250,250,75,0.3
ACTC1,471,Y,156,0.038461538,0.051282051,0.012820513,0,0.006410256,0,0.782051282,0.108974359,449,N,0.347438753,16,0,0,16,0,0,1,1,0,0,1,0,0,1,122,19,0,103,0.155737705,0,0.844262295,324,41,11,0.268292683,40,40,11,0.275
ACTG1,301,Y,75,0.2,0.28,0.026666667,0,0.026666667,0,0.426666667,0.026666667,375,N,0.2,38,1,0,37,0.026315789,0,0.973684211,2,1,0,1,0.5,0,0.5,32,2,0,30,0.0625,0,0.9375,1435,74,18,0.243243243,72,72,17,0.236111111
ACTG2,49,Y,37,0.459459459,0.189189189,0.054054054,0,0,0,0.27027027,0,376,N,0.098404255,26,0,1,25,0,0.038461538,0.961538462,0,0,0,0,0,0,0,11,0,1,10,0,0.090909091,0.909090909,505,116,15,0.129310345,86,86,10,0.11627907
ACTL6A,6,N,4,0,0,0,0,0,0,0.75,0.25,429,N,0.009324009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,481,101,43,0.425742574,88,88,38,0.431818182
ACTL6B,26,Y,8,0,0.375,0,0,0.125,0,0.375,0.125,426,N,0.018779343,3,0,0,3,0,0,1,1,0,1,0,0,1,0,3,1,0,2,0.333333333,0,0.666666667,870,204,37,0.181372549,121,121,30,0.247933884
ACTL7B,1,N,0,0,0,0,0,0,0,0,0,490,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458,272,101,0.371323529,271,271,100,0.36900369
ACTL9,3,Y,2,1,0,0,0,0,0,0,0,416,N,0.004807692,2,0,1,1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,215,70,0.325581395,278,278,91,0.327338129
ACTN1,100,Y,27,0.111111111,0.444444444,0.148148148,0,0,0.037037037,0.222222222,0.037037037,892,N,0.030269058,19,14,1,4,0.736842105,0.052631579,0.210526316,5,2,3,0,0.4,0.6,0,6,3,2,1,0.5,0.333333333,0.166666667,1506,487,175,0.359342916,347,347,158,0.455331412
ACTN2,803,Y,358,0.008379888,0.011173184,0.002793296,0.002793296,0.01396648,0.008379888,0.874301676,0.078212291,894,N,0.400447427,8,1,0,7,0.125,0,0.875,9,2,7,0,0.222222222,0.777777778,0,311,140,84,87,0.450160772,0.270096463,0.279742765,1388,466,213,0.457081545,449,449,209,0.465478842
ACTN3,1,N,0,0,0,0,0,0,0,0,0,944,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605,NA,NA,NA,233,NA,NA,NA
ACTN4,149,Y,34,0.117647059,0.058823529,0,0.029411765,0,0.088235294,0.647058824,0.058823529,911,N,0.037321625,6,0,0,6,0,0,1,4,1,2,1,0.25,0.5,0.25,21,8,8,5,0.380952381,0.380952381,0.238095238,2290,366,120,0.327868852,282,282,112,0.397163121
ACTR3,1,N,0,0,0,0,0,0,0,0,0,418,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,78,32,0.41025641,76,76,31,0.407894737
ACTR3C,1,N,0,0,0,0,0,0,0,0,0,210,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,130,57,0.438461538,122,122,55,0.450819672
ACTR8,1,N,0,0,0,0,0,0,0,0,0,624,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1121,491,166,0.33808554,164,164,80,0.487804878
ACTRT1,4,N,3,0,0,0,1,0,0,0,0,448,N,0.006696429,0,0,0,0,0,0,0,3,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,305,193,65,0.336787565,193,193,65,0.336787565
ACVR1,101,Y,26,0.307692308,0.038461538,0.038461538,0.076923077,0.076923077,0.038461538,0.423076923,0,509,Y,0.05108055,10,1,0,9,0.1,0,0.9,5,3,2,0,0.6,0.4,0,11,4,1,6,0.363636364,0.090909091,0.545454545,541,178,83,0.466292135,177,177,82,0.463276836
ACVR1B,3,Y,1,1,0,0,0,0,0,0,0,505,N,0.001980198,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,173,52,0.300578035,135,135,54,0.4
ACVR1C,28,N,2,0,0,0,1,0,0,0,0,493,N,0.004056795,0,0,0,0,0,0,0,2,1,1,0,0.5,0.5,0,0,0,0,0,0,0,0,540,200,85,0.425,200,200,85,0.425
ACVR2B,288,Y,21,0.047619048,0.047619048,0,0,0.047619048,0.095238095,0.714285714,0.047619048,583,N,0.036020583,2,1,0,1,0.5,0,0.5,3,2,0,1,0.666666667,0,0.333333333,15,9,2,4,0.6,0.133333333,0.266666667,630,197,78,0.395939086,197,197,78,0.395939086
ACVRL1,535,Y,201,0.258706468,0.174129353,0.074626866,0.004975124,0.014925373,0.004975124,0.407960199,0.054726368,503,N,0.399602386,100,10,0,90,0.1,0,0.9,6,1,2,3,0.166666667,0.333333333,0.5,80,24,8,48,0.3,0.1,0.6,650,181,79,0.436464088,191,191,85,0.445026178
ACY1,45,Y,20,0.1,0,0,0,0.15,0.05,0.4,0.3,408,N,0.049019608,2,2,0,0,1,0,0,4,0,3,1,0,0.75,0.25,8,2,5,1,0.25,0.625,0.125,380,124,35,0.282258065,124,124,35,0.282258065
ACYP1,2,N,2,0,0,0,0,0,0.5,0,0.5,129,N,0.015503876,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,508,295,86,0.291525424,42,42,13,0.30952381
ACYP2,15,N,7,0,0,0,0.857142857,0.142857143,0,0,0,172,N,0.040697674,0,0,0,0,0,0,0,7,0,7,0,0,1,0,0,0,0,0,0,0,0,864,422,27,0.063981043,61,58,15,0.25862069
ADA,289,Y,91,0.021978022,0.087912088,0.120879121,0.021978022,0.043956044,0,0.604395604,0.098901099,363,N,0.250688705,21,1,0,20,0.047619048,0,0.952380952,5,2,2,1,0.4,0.4,0.2,55,24,5,26,0.436363636,0.090909091,0.472727273,295,102,31,0.303921569,102,102,31,0.303921569
ADA2,224,Y,116,0.086206897,0.034482759,0.034482759,0.017241379,0.017241379,0.00862069,0.767241379,0.034482759,511,N,0.227005871,18,2,0,16,0.111111111,0,0.888888889,5,0,4,1,0,0.8,0.2,88,31,39,18,0.352272727,0.443181818,0.204545455,NA,NA,NA,NA,NA,NA,NA,NA
ADAD2,1,Y,0,0,0,0,0,0,0,0,0,583,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1535,657,136,0.207001522,563,563,135,0.239786856
ADAL,2,N,0,0,0,0,0,0,0,0,0,355,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,131,50,0.381679389,99,99,39,0.393939394
ADAM10,37,Y,5,0.6,0,0,0,0,0,0,0,748,N,0.006684492,3,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1483,235,62,0.263829787,223,223,62,0.278026906
ADAM11,2,N,0,0,0,0,0,0,0,0,0,769,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1358,322,62,0.192546584,300,300,62,0.206666667
ADAM12,7,N,2,0,0,0,1,0,0,0,0,909,N,0.00220022,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1511,537,125,0.232774674,423,423,106,0.250591017
ADAM15,2,N,1,0,0,0,1,0,0,0,0,863,N,0.001158749,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1888,695,129,0.185611511,408,408,65,0.159313725
ADAM17,240,Y,98,0,0.010204082,0,0.051020408,0.051020408,0,0.887755102,0,824,N,0.118932039,1,0,0,1,0,0,1,10,2,8,0,0.2,0.8,0,88,20,60,8,0.227272727,0.681818182,0.090909091,1150,376,78,0.207446809,310,310,69,0.222580645
ADAM19,8,N,5,0,0,0,1,0,0,0,0,955,N,0.005235602,0,0,0,0,0,0,0,6,0,5,1,0,0.833333333,0.166666667,0,0,0,0,0,0,0,1487,649,103,0.158705701,421,421,66,0.156769596
ADAM22,30,Y,10,0.1,0,0,0.6,0.3,0,0,0,906,N,0.011037528,2,0,1,1,0,0.5,0.5,10,0,10,0,0,1,0,0,0,0,0,0,0,0,1448,425,78,0.183529412,357,357,69,0.193277311
ADAM23,10,N,4,0,0,0,0.25,0.75,0,0,0,832,N,0.004807692,0,0,0,0,0,0,0,4,0,4,0,0,1,0,0,0,0,0,0,0,0,1177,389,77,0.197943445,334,334,73,0.218562874
ADAM28,4,N,3,0,0,0,0.333333333,0.333333333,0,0,0,775,N,0.003870968,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1401,570,91,0.159649123,479,479,89,0.185803758
ADAM33,11,N,5,0,0,0,0.8,0.2,0,0,0,813,N,0.006150062,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,0,0,0,0,0,0,1342,451,82,0.181818182,413,413,79,0.191283293
ADAM7,1,N,0,0,0,0,0,0,0,0,0,754,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1367,455,85,0.186813187,433,433,84,0.193995381
ADAM8,8,N,6,0,0,0,0.833333333,0.166666667,0,0,0,824,N,0.007281553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1473,NA,NA,NA,423,NA,NA,NA
ADAM9,207,Y,83,0.012048193,0,0,0.012048193,0.012048193,0.036144578,0.915662651,0.012048193,819,N,0.101343101,1,0,0,1,0,0,1,5,0,5,0,0,1,0,76,14,61,1,0.184210526,0.802631579,0.013157895,1377,434,57,0.131336406,249,249,39,0.156626506
ADAMDEC1,9,N,5,0,0,0,1,0,0,0,0,470,N,0.010638298,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,0,0,0,0,0,0,823,265,59,0.222641509,263,263,59,0.224334601
ADAMTS1,22,Y,10,0,0.1,0,0.3,0.5,0,0.1,0,967,N,0.010341262,1,1,0,0,1,0,0,9,2,6,1,0.222222222,0.666666667,0.111111111,1,1,0,0,1,0,0,1082,556,131,0.235611511,511,511,127,0.24853229
ADAMTS10,228,Y,60,0.05,0,0,0.15,0.083333333,0.05,0.616666667,0.05,1103,N,0.054397099,3,0,1,2,0,0.333333333,0.666666667,12,0,12,0,0,1,0,36,5,30,1,0.138888889,0.833333333,0.027777778,1582,369,74,0.200542005,454,454,97,0.213656388
ADAMTS12,9,N,6,0,0,0,1,0,0,0,0,1594,N,0.003764115,0,0,0,0,0,0,0,6,0,6,0,0,1,0,0,0,0,0,0,0,0,1978,850,165,0.194117647,790,790,148,0.187341772
ADAMTS13,289,Y,124,0.10483871,0.040322581,0,0.056451613,0.024193548,0.072580645,0.443548387,0.040322581,1427,N,0.086895585,18,6,1,11,0.333333333,0.055555556,0.611111111,20,4,16,0,0.2,0.8,0,55,9,42,4,0.163636364,0.763636364,0.072727273,1772,665,134,0.201503759,571,571,130,0.227670753
ADAMTS14,6,N,2,0,0,0,0.5,0.5,0,0,0,1223,N,0.001635323,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1867,762,179,0.234908136,759,759,178,0.234519104
ADAMTS15,5,N,1,0,0,0,1,0,0,0,0,874,N,0.001144165,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1114,79,17,0.215189873,564,564,149,0.264184397
ADAMTS16,1,N,1,0,0,0,1,0,0,0,0,1224,N,0.000816993,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1771,706,147,0.208215297,699,699,147,0.210300429
ADAMTS17,480,Y,67,0,0,0,0.119402985,0.044776119,0,0.791044776,0.044776119,47,N,1.425531915,0,0,0,0,0,0,0,11,0,11,0,0,1,0,53,14,35,4,0.264150943,0.660377358,0.075471698,2146,765,203,0.265359477,745,745,198,0.265771812
ADAMTS18,393,Y,226,0.008849558,0,0,0.092920354,0.14159292,0.004424779,0.752212389,0,86,N,2.627906977,2,2,0,0,1,0,0,45,5,39,1,0.111111111,0.866666667,0.022222222,168,34,118,16,0.202380952,0.702380952,0.095238095,2243,944,215,0.227754237,937,937,215,0.22945571
ADAMTS19,7,N,2,0,0,0,1,0,0,0,0,1207,N,0.001657001,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1287,460,112,0.243478261,458,458,111,0.242358079
ADAMTS2,830,Y,212,0,0,0,0.033018868,0.037735849,0.018867925,0.839622642,0.070754717,1211,N,0.175061932,0,0,0,0,0,0,0,18,1,17,0,0.055555556,0.944444444,0,176,37,122,17,0.210227273,0.693181818,0.096590909,1712,660,141,0.213636364,651,651,141,0.216589862
ADAMTS20,2,N,1,0,0,0,1,0,0,0,0,1910,N,0.00052356,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2440,966,225,0.232919255,1051,1051,258,0.245480495
ADAMTS3,15,Y,8,0.25,0,0,0.625,0.125,0,0,0,1205,N,0.006639004,2,0,0,2,0,0,1,6,1,5,0,0.166666667,0.833333333,0,0,0,0,0,0,0,0,1536,651,205,0.314900154,651,651,205,0.314900154
ADAMTS4,1,N,0,0,0,0,0,0,0,0,0,837,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,249,56,0.224899598,NA,NA,NA,NA
ADAMTS5,8,N,5,0,0,0,0.8,0,0,0.2,0,863,N,0.005793743,0,0,0,0,0,0,0,4,2,2,0,0.5,0.5,0,1,0,0,1,0,0,1,1016,499,111,0.22244489,498,498,111,0.222891566
ADAMTS6,2,Y,2,0,0.5,0,0.5,0,0,0,0,56,N,0.035714286,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1234,437,147,0.336384439,111,110,21,0.190909091
ADAMTS7,11,N,3,0,0,0,0.666666667,0.333333333,0,0,0,185,N,0.016216216,0,0,0,0,0,0,0,3,1,2,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,2313,1009,156,0.154608523,1001,1001,156,0.155844156
ADAMTS8,1,N,0,0,0,0,0,0,0,0,0,844,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190,73,15,0.205479452,478,478,114,0.238493724
ADAMTS9,97,N,9,0,0,0,1,0,0,0,0,1935,N,0.004651163,0,0,0,0,0,0,0,18,2,16,0,0.111111111,0.888888889,0,0,0,0,0,0,0,0,2844,1302,288,0.221198157,1035,1035,252,0.243478261
ADAMTS9-AS2,1,N,0,0,0,0,0,0,0,0,0,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADAMTSL1,14,N,3,0,0,0,0,0.666666667,0,0.333333333,0,1762,N,0.001702611,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,1,0,0,1,2862,1214,317,0.261120264,1062,1062,297,0.279661017
ADAMTSL2,195,Y,50,0.12,0.04,0,0,0.02,0.02,0.78,0.02,951,N,0.052576236,8,4,0,4,0.5,0,0.5,2,0,2,0,0,1,0,41,11,30,0,0.268292683,0.731707317,0,886,327,56,0.171253823,188,188,44,0.234042553
ADAMTSL3,93,N,13,0,0,0,0.923076923,0.076923077,0,0,0,1691,N,0.007687759,0,0,0,0,0,0,0,12,0,12,0,0,1,0,0,0,0,0,0,0,0,2168,938,247,0.263326226,938,938,247,0.263326226
ADAMTSL4,212,Y,71,0,0.014084507,0,0.098591549,0.070422535,0.084507042,0.690140845,0.042253521,1074,N,0.066108007,1,0,0,1,0,0,1,18,1,17,0,0.055555556,0.944444444,0,51,9,41,1,0.176470588,0.803921569,0.019607843,1852,801,102,0.127340824,681,681,101,0.148311307
ADAP1,2,N,0,0,0,0,0,0,0,0,0,374,N,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1660,533,97,0.181988743,193,193,51,0.264248705
ADAR,450,Y,180,0.016666667,0.016666667,0.038888889,0.016666667,0.011111111,0.016666667,0.861111111,0.022222222,1226,N,0.146818923,12,2,0,10,0.166666667,0,0.833333333,8,3,5,0,0.375,0.625,0,155,28,107,20,0.180645161,0.690322581,0.129032258,1429,550,97,0.176363636,546,546,97,0.177655678
ADARB1,12,Y,9,0.444444444,0,0,0.222222222,0,0,0.222222222,0.111111111,741,N,0.012145749,4,1,0,3,0.25,0,0.75,2,0,1,1,0,0.5,0.5,2,0,2,0,0,1,0,868,282,52,0.184397163,238,238,52,0.218487395
ADARB2,8,N,2,0,0,0,1,0,0,0,0,739,N,0.00270636,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1176,391,103,0.26342711,340,340,94,0.276470588
ADCY1,68,Y,8,0,0,0,0.375,0.125,0,0.5,0,1119,N,0.00714924,1,0,1,0,0,1,0,4,0,4,0,0,1,0,4,1,2,1,0.25,0.5,0.25,1277,365,130,0.356164384,351,351,130,0.37037037
ADCY10,182,Y,41,0,0,0,0.243902439,0.170731707,0,0.585365854,0,1610,N,0.025465839,0,0,0,0,0,0,0,18,0,18,0,0,1,0,24,5,18,1,0.208333333,0.75,0.041666667,2209,814,153,0.187960688,754,754,138,0.183023873
ADCY2,4,N,0,0,0,0,0,0,0,0,0,1091,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1484,423,145,0.342789598,348,348,141,0.405172414
